# Phenotype covariates (metadata) for BXD phenotype data
# nrow 5806
# ncol 2
id,description
10226,Immune system; aging: Age-related T-cell decline; percentage of CD4-negative CD8-negative DN cells in thymus [%]
10227,Immune system; aging: Age-related T-cell decline; percent of CD4-CD8 double positive cells in thymus [%]
10228,Immune system; aging: T-cell decline during aging; percentage of CD25-negative/CD44-positive double negative (CD4(-)CD8(-)) cells in thymus at 22 months [%]
10229,Immune system; aging: Age-related T-cell decline; percentage of CD25-positive CD44-negative DN cells in thymus [%]
10230,Immune system; aging: Age-related T-cell decline; percentage of CD25-CD44 double negative thymocytes at 22 months in females [%]
10231,Immune system; morphology; aging: Thymus involution; age-related rate of decline measured as involution slope (-beta 1x10^4)
10232,Immune system; morphology; aging: Thymocyte count in young adult mice; initial [Beta 0]
10233,Immune system; morphology; aging: Thymocyte count; projected at 60 days [units]
10234,Central nervous system; pharmacology; protein expression: Dopamine transporter (DAT; SLC6A3) protein density in the dorsal striatum (caudate putamen) [Bmax; pmol/mg]
10235,Immune system: Proliferation of T cell clone (JTL-G12 clone) without 50 ug/ml GAT (Glu60; Ala30; Tyr10) [cpm]
10236,Immune system: Proliferation of T cell clone (JTL-G12 clone) with 50 ug/ml GAT (Glu60; Ala30; Tyr10) [cpm]
10237,Immune system: Proliferation of T cell clone (JTL-G12.8 clone) without 50 ug/ml GAT (Glu60; Ala30; Tyr10) [cpm]
10238,Immune system: Proliferation of T cell clone (JTL-G12.8 clone) with 50 ug/ml GAT (Glu60; Ala30; Tyr10) [cpm]
10239,Central nervous system; metabolism: Iron level in medial prefrontal cortex of males [ug/g]
10240,Central nervous system; metabolism: Iron level in medial prefrontal cortex of females [ug/g]
10241,Central nervous system; metabolism: Iron level in dorsal striatum (caudate putamen) of males [ug/g]
10242,Central nervous system; metabolism: Iron level in dorsal striatum (caudate putamen) of females [ug/g]
10243,Central nervous system; metabolism: Iron level in nucleus accumbens of males [ug/g]
10244,Central nervous system; metabolism: Iron level in nucleus accumbens of females [ug/g]
10245,Central nervous system; metabolism: Iron level in ventral midbrain of males [ug/g]
10246,Central nervous system; metabolism: Iron level in ventral midbrain of females [ug/g]
10247,Liver; metabolism: Iron level in liver of males [ug/g]
10248,Liver; metabolism: Iron level in liver of females [ug/g]
10249,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in nucleus accumbens of males and females (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10250,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in nucleus accumbens of males (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10251,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the nucleus accumbens of females (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10252,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the dorsal striatum (caudate putamen) of males (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10253,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the dorsal striatum (caudate putamen) of females (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10254,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the dorsal striatum (caudate putamen) of males and females (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10255,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the prefrontal cortex of males (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10256,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the prefrontal cortex of females (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10257,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the prefrontal cortex of males and females (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10258,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the ventral midbrain (including the ventral tegmental area and substantia nigra) of males (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10259,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the ventral midbrain of females (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10260,Central nervous system; pharmacology; protein expression: Dopamine receptor 1 (DRD1) binding maximum (Bmax) in membrane fragments in the ventral midbrain (including the ventral tegmental area and substantia nigra) of males and females (Schering compound 3H-23390 ligand) [fmol/mg wet weight]
10261,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the nucleus accumbens of males (125I-epidepride ligand) [fmol/mg wet weight]
10262,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the nucleus accumbens of females (125I-epidepride ligand) [fmol/mg wet weight]
10263,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the nucleus accumbens of males and females (125I-epidepride ligand) [fmol/mg wet weight]
10264,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the dorsal striatum (caudate putamen) of males (125I-epidepride ligand) [fmol/mg wet weight]
10265,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the dorsal striatum (caudate putamen) of females (125I-epidepride ligand) [fmol/mg wet weight]
10266,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the dorsal striatum (caudate putamen) of males and females (125I-epidepride ligand) [fmol/mg wet weight]
10267,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the prefrontal cortex of males (125I-epidepride ligand) [fmol/mg wet weight]
10268,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in prefrontal cortex of females (125I-epidepride ligand) [fmol/mg wet weight]
10269,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the prefrontal cortex of males and females (125I-epidepride ligand) [fmol/mg wet weight]
10270,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the ventral midbrain (including the ventral tegmental area and substantia nigra) of males (125I-epidepride ligand) [fmol/mg wet weight]
10271,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the ventral midbrain (including the ventral tegmental area and substantia nigra) of females (125I-epidepride ligand) [fmol/mg wet weight]
10272,Central nervous system; pharmacology; protein expression: Dopamine receptor 2 and 3 (DRD2/DRD3) binding maximum (Bmax) in membrane fragments in the ventral midbrain (including the ventral tegmental area and substantia nigra) of males and females (125I-epidepride ligand) [fmol/mg wet weight]
10273,Central nervous system; pharmacology; protein expression: Dopamine transporter (SLC6A3) binding maximum (Bmax) in membrane fragments in nucleus accumbens of males (3H GBR-12935 ligand) [fmol/mg wet weight]
10274,Central nervous system; pharmacology; protein expression: Dopamine transporter (SLC6A3) binding maximum (Bmax) in membrane fragments in nucleus accumbens of females (3H GBR-12935 ligand) [fmol/mg wet weight]
10275,Central nervous system; pharmacology; protein expression: Dopamine transporter (SLC6A3) binding maximum (Bmax) in membrane fragments in nucleus accumbens of males and females (3H GBR-12935 ligand) [fmol/mg wet weight]
10276,Central nervous system; pharmacology; protein expression: Dopamine transporter (SLC6A3) binding maximum (Bmax) in membrane fragments in dorsal striatum (caudate putamen) of males (3H GBR-12935 ligand) [fmol/mg wet weight]
10277,Central nervous system; pharmacology; protein expression: Dopamine transporter (SLC6A3) binding maximum (Bmax) in membrane fragments in dorsal striatum (caudate putamen) of females (3H GBR-12935 ligand) [fmol/mg wet weight]
10278,Central nervous system; pharmacology; protein expression: Dopamine transporter (SLC6A3) binding maximum (Bmax) in membrane fragments in dorsal striatum (caudate putamen) of males and females (3H GBR-12935 ligand) [fmol/mg wet weight] 
10279,Central nervous system; pharmacology; protein expression: Dopamine transporter (SLC6A3) binding maximum (Bmax) in membrane fragments in prefrontal cortex of males (3H GBR-12935 ligand) [fmol/mg wet weight]
10280,Central nervous system; pharmacology; protein expression: Dopamine transporter (SLC6A3) binding maximum (Bmax) in membrane fragments in prefrontal cortex of females (3H GBR-12935 ligand) [fmol/mg wet weight]
10281,Central nervous system; pharmacology; protein expression: Dopamine transporter (SLC6A3) binding maximum (Bmax) in membrane fragments in prefrontal cortex of males and females (3H GBR-12935 ligand) [fmol/mg wet weight]
