# Physical map for Maize MAGIC from Dell'acqua et al (2015) doi:10.1186/s13059-015-0716-z
# nrow 41325
# ncol 3
marker,chr,pos_cM
PZE.101051938,1,35.930514
PZE.101052027,1,35.976924
SYN34104,1,35.996702
SYN34105,1,35.996914
PZE.101052155,1,36.16023
PUT.163a.60347143.2568,1,36.162632
PUT.163a.60347143.2567,1,36.16265
SYN36492,1,36.218276
SYN36487,1,36.218643
PZE.101052221,1,36.220703
PZE.101052294,1,36.224941
PZE.101052635,1,36.504552
PZE.101052634,1,36.504832
PZA03345.5,1,36.514222
ZM013123.0446,1,36.518172
PZE.101052571,1,36.519089
PZE.101052652,1,36.569903
PZE.101052660,1,36.574627
PZE.101052733,1,36.805473
PZE.101052759,1,36.834652
PZE.101052767,1,36.835266
PZE.101053027,1,36.922318
PZE.101053028,1,36.922347
PZE.101053031,1,36.922467
PZE.101053053,1,36.923381
PZE.101053184,1,37.129419
PZE.101053230,1,37.132418
PZE.101053346,1,37.158559
PZE.101053413,1,37.217853
PZE.101053438,1,37.319509
PZE.101053445,1,37.319753
PZE.101053510,1,37.390513
PZE.101053504,1,37.417036
SYN29154,1,37.670339
SYN29155,1,37.670428
PZE.101053646,1,37.719938
PZE.101053715,1,37.780923
PZE.101053708,1,37.845924
PZE.101053696,1,37.846414
PZE.101053675,1,37.854585
PZE.101053810,1,38.008987
PZE.101053899,1,38.1337
PZE.101053919,1,38.136257
PZE.101053934,1,38.136715
PZE.101053954,1,38.191593
PZE.101054047,1,38.207932
SYN30779,1,38.253008
SYN30780,1,38.25692
SYN30783,1,38.321183
SYN25114,1,38.449954
SYN25116,1,38.450866
SYN25118,1,38.451032
SYN25117,1,38.451055
SYN39212,1,38.550604
PZE.101054366,1,38.553999
PZA02271.1,1,38.554133
PZE.101054371,1,38.554542
PZE.101054372,1,38.554563
SYN28924,1,38.614998
SYN28923,1,38.616619
PZE.101054452,1,38.622096
SYN28922,1,38.637462
PZE.101054457,1,38.637615
PZE.101054527,1,38.738108
PZE.101054533,1,38.739179
PZE.101054561,1,38.74344
PZE.101054564,1,38.743647
PZE.101054604,1,38.746258
PZE.101054617,1,38.791121
PZE.101054644,1,38.798673
PZE.101054650,1,38.851541
PZE.101054681,1,38.854081
SYN23289,1,38.875577
SYN23287,1,38.880952
SYN23288,1,38.884112
PZE.101055086,1,39.059378
PZE.101055099,1,39.069808
PZE.101055111,1,39.074663
PZE.101055190,1,39.11822
PZE.101055223,1,39.121452
PZE.101055259,1,39.14422
PZE.101055260,1,39.144296
PZE.101055262,1,39.144354
SYNGENTA3208,1,39.218338
SYN34675,1,39.253157
PZE.101055532,1,39.259438
PZE.101055565,1,39.260108
PZE.101055712,1,39.606127
PZE.101055749,1,39.736052
PZE.101055771,1,39.746764
PZE.101055774,1,39.747468
PZE.101055906,1,39.761128
SYN34616,1,39.848526
SYN34615,1,39.859373
PZE.101056000,1,39.860117
PZE.101056007,1,39.860244
PZE.101056102,1,39.906461
PZE.101056156,1,39.908524
SYN34620,1,39.933723
SYN15466,1,40.143824
SYN9128,1,40.360144
PZE.101056684,1,40.361103
PZE.101056687,1,40.36119
SYN9135,1,40.423096
SYN9132,1,40.424795
PUT.163a.31406043.1919,1,40.425421
PZE.101056856,1,40.42701
PZE.101057000,1,40.516082
SYN21367,1,40.575106
SYN31861,1,40.730724
SYN31862,1,40.730726
PZE.101057190,1,40.733308
SYN36100,1,41.105938
SYN36098,1,41.107446
SYN36099,1,41.10765
PZA00240.9,1,41.108886
PZA00240.8,1,41.108901
PZA00240.4,1,41.109
PZE.101057532,1,41.223023
SYN38499,1,41.244964
SYN38500,1,41.282108
PZE.101057783,1,41.382545
PZE.101057950,1,41.436887
PZE.101057994,1,41.441114
PZE.101058031,1,41.445207
SYN29246,1,41.474126
SYNGENTA0974,1,41.476582
SYN38396,1,41.540356
SYN38393,1,41.541396
SYN38395,1,41.541707
PZE.101058154,1,41.85574
PZE.101058157,1,41.856724
SYN29863,1,41.858956
SYN29860,1,41.859257
SYN37299,1,41.961505
PZE.101058205,1,41.961958
SYN37302,1,41.966713
PZE.101058210,1,41.968843
PZE.101058273,1,42.01798
PZE.101058274,1,42.018035
PZE.101058277,1,42.018163
PZE.101058310,1,42.020132
PZE.101058312,1,42.020972
PZE.101058322,1,42.023277
PZE.101058333,1,42.024058
ZM013624.0495,1,42.025286
PZE.101058372,1,42.126759
PUT.163a.71445350.3375,1,42.171279
PZE.101058520,1,42.477528
SYN36556,1,42.526811
PZE.101058806,1,42.781351
PZE.101058897,1,42.849923
SYN20757,1,42.851024
SYN20764,1,42.851212
SYN20761,1,42.852826
SYN20765,1,42.854774
SYN20770,1,42.855874
SYN11249,1,42.926087
SYN11244,1,42.92614
SYN11242,1,42.926322
SYN11247,1,42.927683
SYN11248,1,42.927688
SYN11245,1,42.927857
SYN11246,1,42.927888
PZE.101059068,1,42.927931
PZE.101059072,1,42.930504
PZE.101059129,1,43.061579
SYN2619,1,43.064286
SYN2603,1,43.065509
SYN2604,1,43.067336
SYN2607,1,43.11581
SYN2610,1,43.116323
PZE.101059325,1,43.13051
SYN2618,1,43.141317
SYN2614,1,43.141659
SYN2615,1,43.141744
SYN2616,1,43.141765
SYN2612,1,43.14431
PZE.101059211,1,43.155385
PZE.101059434,1,43.234111
SYN15598,1,43.235093
PZE.101059495,1,43.3598
SYN38882,1,43.42525
SYN20593,1,43.508002
SYN12584,1,43.673937
PZE.101059783,1,43.685665
PZE.101059784,1,43.685837
PZE.101059816,1,43.691082
SYN12586,1,43.766376
SYN12583,1,43.768505
SYN12588,1,43.769974
PZE.101060218,1,43.974319
PZE.101060224,1,43.975002
SYN13385,1,43.978651
ZM013220.0769,1,43.978806
PZE.101060251,1,43.986709
PZE.101060254,1,43.986915
PZE.101060288,1,44.034043
PZE.101060289,1,44.034209
PZE.101060303,1,44.035579
PZE.101060335,1,44.167517
PUT.163a.60349887.2623,1,44.191499
PUT.163a.60349887.2626,1,44.191603
PUT.163a.60349887.2624,1,44.191654
PUT.163a.60349887.2629,1,44.196781
PZE.101060630,1,44.234546
SYN28944,1,44.353404
SYN28941,1,44.353502
SYN28939,1,44.353678
SYN28940,1,44.354299
SYN28947,1,44.356922
PZA03243.3,1,44.374643
PZA03243.2,1,44.375085
PZE.101060785,1,44.37619
PZE.101060788,1,44.378021
PZA03742.1,1,44.378178
PZE.101060841,1,44.545029
PZE.101060842,1,44.545186
PZE.101060930,1,44.806616
SYN36077,1,44.806634
SYN36076,1,44.807102
SYN36080,1,44.807207
SYN36074,1,44.807428
PZE.101061035,1,44.961062
SYN34813,1,44.964386
SYN34819,1,44.964878
SYN34815,1,44.965009
PZE.101061064,1,44.965037
PZE.101061114,1,45.009471
PZE.101061168,1,45.105923
PZE.101061225,1,45.119767
SYN28915,1,45.343114
PZE.101061587,1,45.370155
SYN29466,1,45.445224
SYNGENTA3550,1,45.445625
SYN29464,1,45.446085
SYN23751,1,45.50996
SYN23749,1,45.512001
SYN23746,1,45.512792
PZE.101061930,1,45.515951
PUT.163a.148958166.556,1,45.517609
SYNGENTA10330,1,45.518602
PZE.101062009,1,45.637795
PZE.101062072,1,45.745692
SYN3008,1,45.774087
ZM013814.0513,1,45.777368
SYN3004,1,45.777511
PZE.101062213,1,45.782147
SYN3007,1,45.783378
SYN3006,1,45.78457
PZE.101062246,1,45.791478
SYN10021,1,45.923236
PZE.101062331,1,45.92442
SYN10022,1,45.926498
SYN10020,1,45.927657
SYN10040,1,45.935533
SYN10029,1,45.942221
SYN10026,1,45.949236
PZE.101062642,1,45.953841
PUT.163a.16922676.1073,1,46.070067
PUT.163a.16922676.1072,1,46.070197
PZE.101062737,1,46.079141
PZE.101062857,1,46.127251
PZE.101062825,1,46.130565
SYN19140,1,46.133282
SYN19139,1,46.140144
SYN29609,1,46.236942
SYN29603,1,46.237086
PZE.101063074,1,46.415106
PZE.101063036,1,46.417234
PZE.101063002,1,46.419876
PZE.101063271,1,46.585662
PZE.101063328,1,46.632879
PZE.101063406,1,46.683092
PZE.101063527,1,46.689395
PZE.101063665,1,46.843968
SYN37816,1,46.862401
SYN37813,1,46.865992
SYN37815,1,46.934507
SYN37779,1,47.137562
SYN37778,1,47.137581
SYN37777,1,47.140009
SYN37776,1,47.140023
SYN37775,1,47.14012
SYN22912,1,47.308087
SYN20717,1,47.31649
SYN20716,1,47.321465
SYN20719,1,47.321807
SYN20718,1,47.322065
SYN20722,1,47.322707
PUT.163a.74234625.3607,1,47.325942
PZE.101064187,1,47.338517
PZE.101064305,1,47.462012
PZE.101064331,1,47.473504
PZE.101064334,1,47.473999
PZE.101064370,1,47.480606
PZE.101064372,1,47.481813
SYN12170,1,47.510108
PZE.101064448,1,47.51025
PUT.163a.71430056.3265,1,47.510913
PUT.163a.71430056.3266,1,47.510931
PUT.163a.71430056.3269,1,47.511006
PZA00661.6,1,47.511105
PZE.101064465,1,47.511395
PUT.163a.71430056.3267,1,47.511433
PZE.101064466,1,47.511875
PZE.101064477,1,47.512946
PZE.101064479,1,47.513683
PZE.101064527,1,47.599993
PZE.101064619,1,47.605641
PZE.101064634,1,47.707026
PZE.101064724,1,47.777328
PZE.101064790,1,47.83056
PZE.101064766,1,47.83425
PZE.101064875,1,47.904877
PZE.101064805,1,47.910133
PZE.101064865,1,47.911704
PZE.101064883,1,47.993492
PZE.101064893,1,47.993868
ZM013299.0478,1,47.997506
PZE.101064994,1,48.286814
PZE.101065040,1,48.416811
PZE.101065132,1,48.528105
PZE.101065183,1,48.533667
PZE.101065262,1,48.543991
PZE.101065552,1,48.647547
PZE.101065651,1,48.656179
PZE.101065653,1,48.656387
PZE.101065728,1,48.680963
SYN36615,1,48.683567
PZE.101065758,1,48.685206
PZE.101066061,1,49.087017
PUT.163a.4730462.2143,1,49.127469
PUT.163a.4730462.2144,1,49.12749
PZE.101066217,1,49.271781
SYN17285,1,49.361295
PZE.101066271,1,49.388911
PZE.101066275,1,49.389276
PZE.101066291,1,49.390026
PZA03673.2,1,49.410025
PZA03673.1,1,49.410085
PZA03672.1,1,49.412018
PZE.101066317,1,49.412632
PZE.101066357,1,49.552833
PUT.163a.60343677.2496,1,49.61438
PZA00065.2,1,49.61891
PZE.101066379,1,49.646586
PZE.101066401,1,49.72173
PZE.101066402,1,49.722194
PZE.101066403,1,49.723508
PZE.101066420,1,49.734627
PZE.101066462,1,49.738523
PZE.101066497,1,49.777684
PZE.101066505,1,49.780179
PZE.101066516,1,49.784725
PZE.101066537,1,49.812298
PZE.101066560,1,49.942941
PZE.101066588,1,49.97552
SYN33992,1,50.033312
SYN33988,1,50.093822
PZA00468.8,1,50.094491
PZE.101066687,1,50.101087
SYN9123,1,50.333043
SYN9125,1,50.335183
PZE.101066827,1,50.417911
PZE.101066885,1,50.420748
PZE.101066898,1,50.43574
PZE.101066907,1,50.436148
PZE.101066925,1,50.437076
PZE.101066968,1,50.628565
PZE.101066969,1,50.628658
PZE.101066970,1,50.629241
PZE.101066977,1,50.643658
PZE.101067021,1,50.665731
PZE.101067031,1,50.674148
SYN29474,1,50.678546
SYN29475,1,50.67939
PZE.101067088,1,50.706088
SYN29479,1,50.708289
SYN29476,1,50.708791
PZE.101067102,1,50.710859
PZE.101067271,1,50.861233
PZE.101067487,1,51.007632
ZM003329.0547,1,51.014727
PZE.101067576,1,51.042637
PZE.101067628,1,51.167359
PZE.101067639,1,51.168479
PZE.101067725,1,51.291433
SYN10802,1,51.291645
PZE.101067788,1,51.321405
SYN10803,1,51.322531
PZE.101067809,1,51.322605
PZA03168.1,1,51.39657
PZA03168.5,1,51.396701
PZE.101067998,1,51.39833
PZE.101068238,1,51.458393
PZE.101068242,1,51.459057
SYN36292,1,51.532745
SYN36293,1,51.53282
PZE.101068426,1,51.750189
SYN36554,1,51.753989
PZE.101068578,1,51.89313
PZE.101068682,1,52.078747
PZE.101068696,1,52.083091
PZE.101068713,1,52.083861
PZE.101068716,1,52.084117
PZE.101068745,1,52.08785
PZE.101068888,1,52.0962
PZE.101069006,1,52.157491
PZE.101069059,1,52.159672
PZE.101069140,1,52.251623
PZE.101069158,1,52.254308
PZE.101069159,1,52.254467
PZE.101069206,1,52.344008
PZE.101069307,1,52.3922
PZE.101069294,1,52.396577
PZE.101069270,1,52.458227
PZE.101069343,1,52.537654
SYN11106,1,52.563405
PZE.101069709,1,52.623418
SYN11103,1,52.623607
PZE.101069763,1,52.634016
SYN129,1,52.764469
SYN128,1,52.764476
PZE.101069879,1,52.765566
SYN125,1,52.765894
SYN122,1,52.771748
SYN8261,1,52.918628
PZE.101070341,1,53.151899
PZE.101070408,1,53.155879
SYN3086,1,53.171517
SYN3092,1,53.171651
SYN3087,1,53.171705
PZA03746.1,1,53.341602
PZE.101070781,1,53.41198
PZE.101070816,1,53.415057
PZE.101070841,1,53.415679
PZE.101070910,1,53.420315
PZE.101070948,1,53.42267
PZE.101071092,1,53.619027
PZE.101071115,1,53.620659
PZE.101071162,1,53.628449
PZE.101071273,1,53.661088
PZE.101071282,1,53.663781
PZE.101071285,1,53.664202
PZE.101071289,1,53.680816
PZE.101071350,1,53.826361
SYN31366,1,54.124104
PZE.101071564,1,54.127408
PZE.101071663,1,54.184621
PZE.101071675,1,54.186681
PZE.101071680,1,54.186986
PZE.101071843,1,54.27478
PZE.101071808,1,54.27657
PZE.101071795,1,54.277257
PZE.101071793,1,54.277421
PZE.101071742,1,54.280291
PZE.101071870,1,54.342159
SYN24646,1,54.345743
SYN24644,1,54.345825
SYN24643,1,54.346381
SYN24640,1,54.346918
PZE.101071897,1,54.351064
PZE.101071898,1,54.351104
PZE.101071912,1,54.469966
PZE.101072075,1,54.535833
PZE.101072147,1,54.600197
PZE.101072150,1,54.604564
PZE.101072259,1,54.736606
SYN30773,1,54.822202
SYN6671,1,54.844882
SYN6670,1,54.8468
SYN6669,1,54.928513
PUT.163a.76282834.3848,1,54.928674
SYN35007,1,55.071847
SYN35005,1,55.084492
SYN35004,1,55.085687
PZE.101072651,1,55.147274
PZE.101072655,1,55.151571
PZE.101072743,1,55.383388
PZE.101072744,1,55.38363
PZE.101072745,1,55.383668
PZE.101072751,1,55.38823
PZE.101072783,1,55.391236
SYN24868,1,55.392367
PZE.101072822,1,55.455862
PZE.101072856,1,55.500557
PZE.101072870,1,55.501214
PZE.101073000,1,55.507772
PZE.101073032,1,55.576844
PZE.101073078,1,55.761357
PZE.101073088,1,55.76396
SYN30678,1,56.076359
PZE.101073233,1,56.07689
SYN30677,1,56.076914
SYN30668,1,56.077193
SYN30675,1,56.077438
SYN30676,1,56.077465
SYN30671,1,56.077694
SYN30684,1,56.077729
SYN30659,1,56.077936
SYN30679,1,56.078011
SYN30683,1,56.07802
SYN30667,1,56.078308
PZE.101073248,1,56.078644
PZE.101073380,1,56.162502
SYNGENTA15549,1,56.223104
SYNGENTA15554,1,56.223283
PZE.101073491,1,56.226091
PZE.101073492,1,56.226193
PZE.101073493,1,56.226414
PZE.101073494,1,56.227394
PZE.101073495,1,56.22783
SYN10848,1,56.30856
SYN10850,1,56.308645
PZE.101073593,1,56.310429
PZE.101073696,1,56.446534
PUT.163a.60351083.2647,1,56.563427
PUT.163a.60351083.2650,1,56.563494
PZE.101073762,1,56.566038
SYN11004,1,56.5751
SYN11005,1,56.575505
SYN11002,1,56.578983
PZE.101074011,1,56.678567
PZE.101074049,1,56.748814
SYN37939,1,56.894911
SYN37950,1,56.895565
PZE.101074193,1,56.897727
PZE.101074278,1,56.984181
SYN37946,1,56.985089
SYN37948,1,56.985545
PZE.101074357,1,57.248765
PZE.101074389,1,57.251259
SYN19044,1,57.251284
PZE.101074461,1,57.301777
PZE.101074547,1,57.460893
PZE.101074541,1,57.469443
PZE.101074529,1,57.483041
PZE.101074562,1,57.55591
PZE.101074610,1,57.842621
PZE.101074618,1,57.862346
PZE.101074651,1,57.8942
PZE.101074699,1,58.055665
PUT.163a.78085894.4184,1,58.3663
PUT.163a.78085894.4183,1,58.366322
PZE.101074852,1,58.370246
SYN25749,1,58.447977
PZE.101074929,1,58.449917
PZE.101074969,1,58.453198
SYN25744,1,58.454801
SYN25745,1,58.454986
PZE.101074977,1,58.458825
PZE.101074998,1,58.461036
SYN25755,1,58.47466
PZE.101075062,1,58.476412
PZE.101075081,1,58.505266
PZE.101075097,1,58.505707
PZE.101075099,1,58.50576
PZE.101075177,1,58.566258
PZE.101075225,1,58.579534
PZE.101075295,1,58.647898
PZE.101075396,1,58.713051
PZE.101075379,1,58.714456
PZE.101075378,1,58.714498
PZE.101075340,1,58.719465
PZE.101075334,1,58.721545
PZE.101075333,1,58.721592
PZE.101075328,1,58.722515
PZE.101075411,1,58.741728
PZE.101075523,1,59.072577
SYN18643,1,59.082945
SYN18642,1,59.086719
SYN18641,1,59.087078
PZE.101075629,1,59.182897
PZE.101075778,1,59.464579
PZE.101075790,1,59.469146
SYN25502,1,59.508794
SYN25503,1,59.509359
SYN25803,1,59.76835
SYN25804,1,59.770484
SYN38473,1,59.865488
PZE.101076213,1,59.961653
PZE.101076333,1,60.093524
SYN15498,1,60.095522
SYNGENTA16007,1,60.09563
SYNGENTA16006,1,60.095679
SYN15483,1,60.096338
SYN15499,1,60.103197
SYN15485,1,60.103748
SYN15491,1,60.150786
SYN15501,1,60.150959
SYN15495,1,60.166668
SYN15492,1,60.166678
PZE.101076601,1,60.263847
PUT.163a.60352998.2703,1,60.267713
PZE.101076640,1,60.398087
SYN12833,1,60.406545
SYN12832,1,60.480655
PZE.101076734,1,60.703708
SYN25472,1,60.811132
PZE.101076878,1,60.832959
PZE.101076881,1,60.834062
SYN25471,1,60.834349
SYN25470,1,60.834571
PZE.101076890,1,60.834738
PZE.101076915,1,60.865137
PZE.101076941,1,60.869733
PZE.101076946,1,60.871568
PZE.101076969,1,61.015966
SYN17547,1,61.02106
SYN17549,1,61.021073
PZE.101077003,1,61.023034
PZE.101077005,1,61.023412
PZE.101077008,1,61.026592
PZE.101077013,1,61.035954
PZE.101077016,1,61.036222
SYN30400,1,61.145173
PZA01476.1,1,61.14539
PZE.101077213,1,61.247677
PZE.101077242,1,61.296659
PZE.101077491,1,61.632512
PZE.101077530,1,61.670716
PZE.101077537,1,61.698103
SYN24213,1,61.717939
SYN24207,1,61.719491
SYN6886,1,61.941822
SYN6887,1,61.943886
PZE.101077708,1,61.944012
SYN6890,1,61.944081
SYN6891,1,61.944082
PZE.101077709,1,61.944553
PZE.101077713,1,61.947562
SYN6888,1,61.95163
SYN6892,1,61.951744
PZE.101077773,1,62.063002
SYN38601,1,62.144695
PZE.101077867,1,62.202046
PZE.101077866,1,62.202125
PZE.101077878,1,62.229488
SYN24195,1,62.231289
SYN24199,1,62.231651
SYN24196,1,62.232968
SYNGENTA16410,1,62.233006
PZE.101077934,1,62.237737
PZE.101077919,1,62.244459
PZE.101077918,1,62.246133
PZE.101078239,1,62.492958
SYN29228,1,62.534143
SYN29229,1,62.535604
SYN3529,1,62.679689
PZE.101078409,1,62.702734
SYN35687,1,62.891644
SYN35692,1,62.893286
SYN35691,1,62.893325
SYNGENTA16085,1,62.89351
SYN35688,1,62.893611
SYN35689,1,62.893825
SYN26517,1,63.026233
SYN26515,1,63.035261
PZE.101078631,1,63.039235
PZE.101078656,1,63.043304
PZE.101078745,1,63.105744
PZE.101078752,1,63.106209
PZE.101078888,1,63.209495
SYN13273,1,63.211705
PZE.101078905,1,63.212378
PZE.101078906,1,63.212967
PZE.101078991,1,63.357901
PZE.101078992,1,63.357968
PZE.101079070,1,63.541275
PZE.101079122,1,63.543888
PZE.101079160,1,63.562132
PZE.101079205,1,63.588054
SYN38386,1,63.58923
SYN29525,1,63.614071
SYN29524,1,63.614089
SYN29526,1,63.616813
PZE.101079342,1,63.648482
SYN38273,1,63.894864
SYN38272,1,63.894893
PZA00294.22,1,63.89519
PZE.101079397,1,63.898058
SYN15545,1,64.012541
SYN15542,1,64.020425
PZE.101079485,1,64.022795
SYN2826,1,64.154486
SYN2832,1,64.154889
SYN2830,1,64.154912
SYN2822,1,64.156145
PZE.101079826,1,64.395446
PZE.101079825,1,64.39556
PZE.101079806,1,64.397965
PZE.101079805,1,64.400066
PZE.101079797,1,64.402277
PZE.101079834,1,64.418759
PZE.101079844,1,64.498287
PZE.101079876,1,64.546401
PZE.101079903,1,64.603842
PZE.101080201,1,64.837173
ZM013914.0135,1,64.895315
PZE.101080257,1,64.946191
PZE.101080259,1,64.94656
PZE.101080272,1,64.971658
SYN7660,1,64.975178
PZE.101080319,1,64.978224
PZE.101080322,1,64.978382
SYN7662,1,65.042512
PZE.101080333,1,65.042529
PZE.101080334,1,65.043631
PZE.101080365,1,65.052671
PUT.163a.60398013.2965,1,65.092144
PZE.101080376,1,65.092242
PZA00263.13,1,65.092271
PZE.101080378,1,65.092399
PZE.101080379,1,65.092427
PZE.101080389,1,65.093385
PZE.101080390,1,65.093429
PZE.101080403,1,65.095265
PZE.101080420,1,65.10031
PZE.101080465,1,65.204248
PZE.101080466,1,65.226728
PZE.101080470,1,65.227007
SYN13291,1,65.227673
PUT.163a.18168329.1303,1,65.228335
PZA03500.1,1,65.230071
PZE.101080504,1,65.349632
SYN35657,1,65.351677
PZE.101080509,1,65.35266
SYN35654,1,65.352962
PZE.101080531,1,65.353883
PZE.101080600,1,65.423716
PZE.101080614,1,65.424979
PZE.101080617,1,65.425179
PZE.101080622,1,65.438943
PZE.101080594,1,65.487433
SYN3990,1,65.625518
PZE.101080672,1,65.625666
SYN3994,1,65.626879
SYN3995,1,65.626935
SYN3989,1,65.627065
SYN3993,1,65.663501
PZE.101080712,1,65.663585
SYN3985,1,65.665292
SYN3984,1,65.665422
SYN3987,1,65.665636
SYN3988,1,65.665787
PZE.101080722,1,65.667081
PZE.101080725,1,65.668763
PZE.101080756,1,65.742905
PZE.101080824,1,65.751292
PZE.101119915,1,66.0208
SYN36407,1,66.021051
PZE.101119968,1,66.029666
SYN36408,1,66.030259
SYNGENTA15262,1,66.031663
PZE.101120107,1,66.301119
PZE.101120118,1,66.315714
PZE.101120125,1,66.322183
PZE.101120159,1,66.401637
PZE.101120184,1,66.402581
PZE.101120190,1,66.405277
PZE.101120208,1,66.503468
PZE.101120262,1,66.586663
PZE.101120269,1,66.587704
PZE.101120324,1,66.680818
PZE.101120328,1,66.68595
PZE.101120330,1,66.686378
PZE.101120365,1,66.776652
PZE.101120366,1,66.776675
PZE.101120367,1,66.776766
PZE.101120371,1,66.795178
PZE.101120377,1,66.800039
PZE.101120379,1,66.800271
PZE.101120380,1,66.800512
SYN6003,1,66.800585
PZE.101081934,1,66.961165
PZE.101081951,1,66.962075
PZE.101081952,1,66.962182
PZE.101081959,1,66.979349
PZE.101081964,1,66.979841
SYN11221,1,66.980686
PZE.101082165,1,67.136462
PZE.101082224,1,67.252435
PZE.101082227,1,67.252683
PZE.101082238,1,67.256317
SYN39297,1,67.418787
PZE.101082298,1,67.420334
PZE.101082329,1,67.442874
PZA02791.9,1,67.52979
PZE.101082380,1,67.530455
PZE.101082376,1,67.531882
PZE.101082375,1,67.531957
SYN24907,1,67.534601
SYNGENTA16646,1,67.535859
SYNGENTA16645,1,67.535867
SYN24908,1,67.539652
PZE.101080848,1,67.654379
PZE.101080857,1,67.654921
SYN24145,1,67.735308
SYN24144,1,67.735513
SYN24142,1,67.7357
PZE.101080941,1,67.777687
PZE.101080942,1,67.777765
PZE.101080993,1,67.857001
SYN25767,1,67.857781
PZE.101081131,1,68.113912
PZE.101081178,1,68.142262
PZE.101081177,1,68.142356
PZE.101081233,1,68.18699
SYN6864,1,68.444757
SYN6867,1,68.444769
SYN20148,1,68.562757
SYN20149,1,68.564119
SYN20145,1,68.565521
PZE.101081483,1,68.56642
PZE.101081484,1,68.566444
SYN20144,1,68.569308
SYN20155,1,68.569475
SYN20156,1,68.569571
SYN20151,1,68.570253
SYN20147,1,68.570868
SYN20153,1,68.571201
SYN25793,1,68.67834
PZE.101081565,1,68.760595
PZE.101081568,1,68.761556
SYN26978,1,68.887106
SYN26979,1,68.887109
SYN26977,1,68.887169
PZE.101081596,1,68.889154
PZE.101081602,1,68.89049
PZE.101081634,1,68.937575
PZE.101081610,1,68.943723
SYN25169,1,69.017162
PZE.101081700,1,69.030124
SYN25171,1,69.098137
SYN25172,1,69.099367
SYN25173,1,69.099605
PZE.101081841,1,69.296819
PZE.101081843,1,69.296878
PZE.101081844,1,69.296966
PZE.101081855,1,69.297492
PZE.101082408,1,69.551593
SYN2042,1,69.595434
PZE.101082480,1,69.707521
PZE.101082523,1,69.75991
PZE.101082552,1,69.846078
SYN35769,1,69.888568
SYN35767,1,69.889434
SYN35771,1,69.895568
SYN35766,1,69.896339
SYN35770,1,69.89694
PZE.101082768,1,70.049515
PZE.101082812,1,70.14664
SYN12371,1,70.16594
SYN6143,1,70.259824
PZE.101082904,1,70.432714
SYN6144,1,70.434883
PZE.101082928,1,70.525998
ZM013054.0608,1,70.572774
PZE.101083051,1,70.723391
PZE.101083100,1,70.732498
PZE.101083105,1,70.732744
PZE.101083108,1,70.73356
PZE.101083118,1,70.733932
PZE.101083165,1,70.75844
PZE.101083295,1,70.96484
PZE.101083407,1,71.033141
PZE.101083412,1,71.033835
PZE.101083417,1,71.058721
PZE.101083418,1,71.059104
PZE.101083422,1,71.071214
PZE.101083423,1,71.071282
PZE.101083533,1,71.152615
PZE.101083563,1,71.154966
PZE.101083578,1,71.213521
PZE.101083582,1,71.216181
PZE.101083643,1,71.342932
SYN31034,1,71.594778
PZE.101083742,1,71.612326
PZE.101083745,1,71.614902
PZE.101083749,1,71.615152
PZE.101083751,1,71.615271
PZE.101083752,1,71.615387
PZE.101083753,1,71.615559
SYN14652,1,71.616117
PZE.101083767,1,71.616235
PZE.101083788,1,71.639297
SYN4966,1,71.804085
PZE.101083824,1,72.00858
PZE.101083825,1,72.008623
PZE.101083961,1,72.016133
PZE.101083950,1,72.019222
PZE.101083942,1,72.019872
PZE.101083914,1,72.021136
PZE.101083913,1,72.021208
PZE.101083968,1,72.102431
PZE.101083975,1,72.102758
PZE.101083984,1,72.103053
SYN38509,1,72.105795
SYN38510,1,72.105859
SYN38508,1,72.119565
SYN38511,1,72.120873
PZE.101084058,1,72.232509
PZE.101084013,1,72.241434
SYN32647,1,72.241458
SYN32645,1,72.241924
SYN32646,1,72.241985
SYN32644,1,72.242067
PZE.101084026,1,72.242778
PZE.101084038,1,72.244047
PZE.101084096,1,72.360345
PZE.101084124,1,72.361527
PZE.101084186,1,72.626661
PZE.101084259,1,72.710933
SYN336,1,72.808448
SYN341,1,72.80867
SYN339,1,72.813432
PZE.101084361,1,72.828702
PZE.101084367,1,72.851062
ZM013702.0175,1,72.892166
PZE.101084417,1,72.957076
PZE.101084453,1,73.110816
PZE.101084477,1,73.211662
