# Physical map (mm10) for Recla et al. (2019) DO data (https://doi.org/10.1097/j.pain.0000000000001571)
# nrow 74906
# ncol 3
marker,chr,Mbp_mm10
JAX00002942,1,42.367572
B6_rs31362610,1,42.367595
UNC538011,1,42.38475
UNC538335,1,42.40382
JAX00248686,1,42.40745
UNC538532,1,42.416762
UNC539111,1,42.453395
UNC539298,1,42.464325
UNC539732,1,42.497612
JAX00248723,1,42.497756
UNC010077196,1,42.498429
UNC539910,1,42.509759
JAX00248732,1,42.525369
UNC540376,1,42.533132
UNC540628,1,42.555364
UNC540792,1,42.564544
UNC541211,1,42.592666
UNC541620,1,42.621629
UNC541737,1,42.631792
JAX00248770,1,42.651171
UNC542045,1,42.655071
UNC542228,1,42.677222
UNC542313,1,42.690144
UNC542508,1,42.716693
JAX00248792,1,42.732818
UNC542829,1,42.739486
JAX00002972,1,42.758562
UNC543407,1,42.782015
UNC544165,1,42.826537
UNC544289,1,42.831463
UNC544678,1,42.855716
UNC544906,1,42.882971
UNC545184,1,42.903951
UNC545603,1,42.927151
UNC545949,1,42.944985
UNC546172,1,42.966301
UNC546817,1,43.009457
JAX00002992,1,43.029538
UNC547234,1,43.036993
JAX00248843,1,43.046986
UNC547351,1,43.050675
JAX00248853,1,43.060391
UNC547697,1,43.075795
UNC547859,1,43.083423
UNC548263,1,43.11415
UNC548541,1,43.131417
UNC548872,1,43.154671
JAX00248878,1,43.155457
JAX00248880,1,43.15686
UNC549131,1,43.173542
UNC549686,1,43.202543
JAX00248899,1,43.202938
UNC549896,1,43.215598
UNC550060,1,43.233133
UNC550476,1,43.252853
UNC010078808,1,43.272938
UNC551425,1,43.300011
UNC551663,1,43.318054
JAX00248937,1,43.321934
UNC551990,1,43.340162
UNC552260,1,43.35423
JAX00003017,1,43.355775
UNC552818,1,43.387671
UNC553082,1,43.399904
UNC553601,1,43.432952
UNC553849,1,43.447621
UNC554095,1,43.461718
UNC554590,1,43.489456
UNC554949,1,43.512771
UNC555271,1,43.531111
JAX00248988,1,43.538663
UNC555538,1,43.549304
UNC555788,1,43.564847
UNC556156,1,43.591671
UNC556336,1,43.602428
UNC557096,1,43.652194
UNC557616,1,43.676344
UNC557806,1,43.685711
JAX00249009,1,43.686349
JAX00003040,1,43.686478
JAX00249034,1,43.76603
CEAJAX00249056,1,43.823565
UNC559715,1,43.826691
JAX00249069,1,43.882027
JAX00249075,1,43.887475
UNC562450,1,44.037019
JAX00249118,1,44.106513
UNC563452,1,44.122232
backupUNC010557791,1,44.182604
UNC569059,1,44.497145
JAX00249219,1,44.580971
UNC570893,1,44.625107
JAX00249263,1,44.744566
JAX00249269,1,44.760458
UNC573481,1,44.763257
UNC574402,1,44.827255
UNC010084304,1,44.950599
JAX00249318,1,45.118959
UNC577593,1,45.131157
UNC578793,1,45.256528
JAX00003163,1,45.310196
UNC581980,1,45.438821
UNC011275068,1,45.543122
JAX00249409,1,45.598788
backupUNC010086952,1,45.663297
UNC587430,1,45.769896
UNC589868,1,45.915046
UNC591481,1,46.020928
UNC010712538,1,46.113684
UNC592611,1,46.20889
UNC593079,1,46.291623
UNC594240,1,46.441479
UNC010089266,1,46.520671
JAX00003252,1,46.526853
UNC594903,1,46.554099
JAX00249627,1,46.597713
UNC595722,1,46.698594
JAX00249676,1,46.824636
UNC596831,1,46.836292
JAX00003278,1,46.845949
backupUNC010089879,1,46.860368
JAX00003279,1,46.868702
UNC597735,1,46.906967
JAX00249717,1,46.926036
JAX00249720,1,46.928108
UNC600255,1,47.102776
UNC010559810,1,47.189877
UNC601980,1,47.270468
UNC604430,1,47.481218
UNC605533,1,47.576642
backupUNC010715008,1,47.623208
UNC606275,1,47.641519
UNC010715287,1,47.734389
UNC608264,1,47.835509
UNC609906,1,47.922633
UNC612303,1,48.128341
UNC612760,1,48.158243
UNC614659,1,48.348166
JAX00003394,1,48.405811
UNC615565,1,48.446179
UNC010561617,1,48.544181
UNC617219,1,48.603433
UNC618599,1,48.729521
UNC620215,1,48.873525
UNC621376,1,48.990232
UNC623968,1,49.14794
UNC625632,1,49.24599
UNC627036,1,49.395184
JAX00003475,1,49.480654
UNC628685,1,49.516492
UNC010093480,1,49.534867
UNC629866,1,49.644578
UNC631399,1,49.762153
UNC633506,1,49.890629
UNC636247,1,50.043894
UNC010484549,1,50.092544
UNC637091,1,50.094231
UNC639433,1,50.24101
UNC641785,1,50.381912
UNC643528,1,50.530076
UNC645531,1,50.675738
JAX00250261,1,50.751178
repJAX00250261,1,50.751178
UNC011311574,1,50.756819
UNC647072,1,50.790725
UNC648423,1,50.870469
backupJAX00003592,1,51.074008
UNC651262,1,51.090237
UNC652639,1,51.180759
UNC652774,1,51.192085
UNC653041,1,51.213643
UNC653165,1,51.226345
UNC653383,1,51.242336
JAX00003607,1,51.261579
UNC653694,1,51.267684
UNC653805,1,51.274254
JAX00250381,1,51.289375
UNC654157,1,51.301709
JAX00191663,1,51.306544
UNC654436,1,51.321506
JAX00250387,1,51.327812
UNC654625,1,51.333732
UNC654826,1,51.349977
UNC654978,1,51.363956
backupUNC010562539,1,51.380243
UNC655256,1,51.383654
UNC655421,1,51.400179
UNC655657,1,51.411962
UNC655907,1,51.430277
JAX00250410,1,51.446962
UNC655991,1,51.450158
UNC656180,1,51.470337
UNC656365,1,51.487927
UNC656481,1,51.49735
UNC656698,1,51.514668
UNC656936,1,51.530355
UNC657187,1,51.547873
UNC657492,1,51.57069
UNC657626,1,51.584972
UNC010098122,1,51.598501
UNC658126,1,51.615471
UNC658688,1,51.647779
JAX00250473,1,51.648062
UNC658850,1,51.657472
UNC659220,1,51.679543
UNC659763,1,51.709998
UNC660238,1,51.745276
UNC660383,1,51.753714
UNC660770,1,51.771889
JAX00250526,1,51.786962
UNC661198,1,51.789644
UNC661499,1,51.803713
UNC661934,1,51.830551
JAX00003651,1,51.83601
JAX00250556,1,51.849627
UNC662361,1,51.859166
JAX00250560,1,51.863598
UNC662596,1,51.874195
JAX00003653,1,51.878108
UNC663025,1,51.897039
UNC663552,1,51.926616
UNC663918,1,51.943029
UNC664379,1,51.96797
UNC664649,1,51.981501
JAX00003662,1,51.997024
UNC664984,1,51.999488
UNC665178,1,52.00983
JAX00250618,1,52.01153
UNC665495,1,52.027245
JAX00250627,1,52.03966
UNC665901,1,52.050368
UNC666044,1,52.063246
UNC666369,1,52.081873
UNC666736,1,52.105347
UNC666941,1,52.118926
UNC667141,1,52.127407
UNC667574,1,52.156807
UNC667661,1,52.163236
UNC667964,1,52.186689
UNC668095,1,52.20391
UNC668252,1,52.22333
UNC668320,1,52.232161
UNC668547,1,52.254968
UNC668704,1,52.266058
JAX00250703,1,52.272163
UNC669197,1,52.290592
UNC669458,1,52.304457
UNC669669,1,52.326824
UNC669839,1,52.338192
UNC670094,1,52.355447
UNC670323,1,52.37517
UNC670616,1,52.390399
UNC670762,1,52.408148
UNC671186,1,52.441882
UNC671332,1,52.454513
UNC671488,1,52.470794
JAX00003699,1,52.472062
UNC671782,1,52.491517
UNC672049,1,52.514225
UNC672230,1,52.528384
JAX00250785,1,52.539771
UNC672894,1,52.573073
UNC011325355,1,52.580402
JAX00003707,1,52.594475
UNC673131,1,52.595949
JAX00250823,1,52.651813
UNC674092,1,52.652122
UNC674249,1,52.661053
JAX00250849,1,52.714811
UNC675172,1,52.719155
UNC675423,1,52.741522
UNC676471,1,52.802868
UNC676907,1,52.841189
UNC677249,1,52.86907
UNC677810,1,52.911057
UNC678353,1,52.964862
JAX00250904,1,52.974274
UNC679051,1,53.028309
UNC679641,1,53.085304
UNC680045,1,53.139035
UNC680290,1,53.173423
UNC680505,1,53.198397
JAX00250952,1,53.216471
UNC681990,1,53.299403
JAX00250966,1,53.305436
UNC682513,1,53.333909
UNC683222,1,53.383667
UNC683713,1,53.424933
UNC683922,1,53.465902
UNC684060,1,53.498933
backupUNC010721415,1,53.56791
UNC684565,1,53.594004
JAX00251029,1,53.646551
UNC684957,1,53.667677
JAX00003792,1,53.715656
UNC685691,1,53.748058
UNC686266,1,53.796834
UNC686835,1,53.846645
UNC687422,1,53.88772
UNC687785,1,53.903798
JAX00251092,1,53.904628
UNC011335784,1,53.943697
JAX00003808,1,53.970534
UNC688978,1,53.976036
JAX00251109,1,54.009856
UNC689713,1,54.019194
UNC689986,1,54.046345
UNC690271,1,54.069016
JAX00251123,1,54.079171
JAX00003822,1,54.115606
UNC690829,1,54.129585
UNC691339,1,54.173819
UNC691648,1,54.198326
JAX00003829,1,54.217679
UNC692581,1,54.254735
UNC692837,1,54.299162
UNC693267,1,54.334956
UNC693792,1,54.379735
UNC694097,1,54.418825
UNC694544,1,54.447274
UNC695440,1,54.502956
backupUNC010724016,1,54.508532
UNC696192,1,54.548547
UNC696705,1,54.582512
UNC697391,1,54.626763
UNC698050,1,54.680902
JAX00251228,1,54.686564
UNC698410,1,54.704433
UNC699324,1,54.764587
UNC699866,1,54.807509
UNC011342783,1,54.837229
backupJAX00251301,1,54.855699
UNC700850,1,54.867901
UNC701705,1,54.922301
UNC702069,1,54.945728
UNC702963,1,55.011995
UNC703322,1,55.036796
UNC703927,1,55.090399
UNC704391,1,55.125763
JAX00191749,1,55.149508
UNC704723,1,55.162278
UNC705497,1,55.21484
JAX00251387,1,55.222252
UNC705778,1,55.242653
UNC706090,1,55.290338
UNC706326,1,55.332186
UNC706622,1,55.372564
JAX00003916,1,55.393497
UNC707026,1,55.419
JAX00251419,1,55.427912
UNC707616,1,55.460572
UNC707894,1,55.495175
UNC708721,1,55.544252
UNC709209,1,55.585374
UNC011347842,1,55.626163
JAX00251477,1,55.631217
UNC710514,1,55.658705
UNC711145,1,55.695448
JAX00251532,1,55.752878
UNC712273,1,55.765987
UNC712761,1,55.8046
UNC713154,1,55.828293
UNC713780,1,55.874635
UNC714139,1,55.904144
JAX00003956,1,55.912315
UNC714632,1,55.954536
UNC715006,1,55.993997
UNC715622,1,56.042782
UNC715902,1,56.072538
UNC716055,1,56.100989
UNC716895,1,56.161846
UNC718377,1,56.278369
UNC719247,1,56.333578
UNC010729195,1,56.371803
JAX00003993,1,56.394783
JAX00251717,1,56.402413
UNC720106,1,56.405368
UNC720677,1,56.452832
UNC720990,1,56.489225
UNC721192,1,56.520603
UNC721751,1,56.57662
UNC722178,1,56.618978
UNC722840,1,56.670407
UNC723308,1,56.700236
UNC723639,1,56.742579
backupUNC011355063,1,56.74756
JAX00004020,1,56.754706
UNC723854,1,56.765248
JAX00004022,1,56.790769
UNC724674,1,56.8639
UNC725132,1,56.902296
JAX00251840,1,56.910492
UNC725712,1,56.950642
UNC725998,1,56.98752
JAX00251867,1,57.027315
UNC726590,1,57.032462
UNC727152,1,57.104219
JAX00191794,1,57.152928
UNC728003,1,57.170234
UNC728238,1,57.195763
UNC728789,1,57.242883
UNC729151,1,57.273254
UNC729540,1,57.320494
UNC010731340,1,57.358576
UNC730430,1,57.38617
UNC731078,1,57.443339
JAX00251959,1,57.464201
UNC731706,1,57.496835
UNC731988,1,57.519617
UNC732419,1,57.552501
UNC732898,1,57.594147
UNC733491,1,57.635689
JAX00252004,1,57.652744
backuprs51918679,1,57.670978
UNC733960,1,57.67888
UNC734536,1,57.738478
UNC734946,1,57.779659
JAX00252030,1,57.788406
JAX00252033,1,57.792237
UNC735432,1,57.818913
UNC736075,1,57.862053
UNC010100349,1,57.887328
UNC736591,1,57.90365
JAX00252053,1,57.920551
UNC737192,1,57.945417
UNC737644,1,57.986552
UNC738265,1,58.041176
UNC738685,1,58.0702
UNC739188,1,58.105088
UNC739718,1,58.141073
JAX00252106,1,58.18493
UNC740698,1,58.206967
UNC740835,1,58.215791
JAX00252121,1,58.221263
UNC741530,1,58.256491
UNC742627,1,58.314669
backupUNC010101265,1,58.376427
UNC743346,1,58.377755
UNC743640,1,58.402372
JAX00004144,1,58.431187
UNC744008,1,58.434991
UNC744683,1,58.484476
backupJAX00252178,1,58.523233
UNC745175,1,58.528463
UNC745540,1,58.566957
UNC745926,1,58.60627
UNC746463,1,58.692547
UNC746854,1,58.728143
UNC747160,1,58.759266
UNC747767,1,58.825393
UNC748270,1,58.862412
JAX00252231,1,58.896121
UNC010101768,1,58.897358
UNC748635,1,58.899755
JAX00004182,1,58.916418
UNC748964,1,58.925035
JAX00252242,1,58.93777
UNC749434,1,58.981859
JAX00004190,1,59.021652
UNC749948,1,59.059297
JAX00252264,1,59.073358
UNC750579,1,59.118549
UNC750740,1,59.128853
backupJAX00252274,1,59.129495
JAX00252296,1,59.180084
JAX00004202,1,59.18352
UNC751654,1,59.188697
UNC752248,1,59.237663
UNC753406,1,59.308278
UNC754029,1,59.358523
UNC754930,1,59.426402
JAX00252404,1,59.43931
JAX00191847,1,59.477678
JAX00252453,1,59.709915
JAX00252456,1,59.719856
JAX00252465,1,59.748842
backupUNC010733471,1,59.755217
JAX00004252,1,59.859468
UNC760131,1,59.876671
B6_rs3659238,1,59.990134
JAX00004261,1,59.995627
JAX00004263,1,59.998105
UNC761255,1,60.00836
UNC761563,1,60.029385
JAX00191860,1,60.056756
UNC764041,1,60.214164
JAX00252526,1,60.225473
UNC764506,1,60.27104
backupJAX00004293,1,60.38465
UNC766527,1,60.400655
UNC766998,1,60.496333
UNC768262,1,60.607891
UNC769626,1,60.703147
UNC770116,1,60.761817
UNC771487,1,60.880133
UNC773571,1,61.049412
UNC774504,1,61.127501
UNC775718,1,61.22384
JAX00252732,1,61.23198
JAX00252734,1,61.232165
UNC776673,1,61.316675
backupUNC010737916,1,61.47504
JAX00252788,1,61.534902
UNC779275,1,61.547347
JAX00191891,1,61.61097
UNC780397,1,61.658775
UNC780992,1,61.709631
JAX00252821,1,61.74231
UNC781464,1,61.752473
backupUNC010738940,1,61.784601
JAX00252837,1,61.815114
UNC783025,1,61.886054
JAX00004404,1,61.891628
UNC783353,1,61.929938
UNC783803,1,61.975061
UNC784253,1,62.019464
JAX00004414,1,62.044501
JAX00252869,1,62.095906
UNC785146,1,62.108063
UNC785595,1,62.153159
JAX00252874,1,62.174904
UNC786052,1,62.196834
UNC786420,1,62.238824
JAX00004434,1,62.285335
UNC786916,1,62.28891
UNC787219,1,62.331013
backupUNC010739171,1,62.341009
JAX00252900,1,62.354248
UNC787537,1,62.36784
UNC788163,1,62.421878
UNC788609,1,62.466643
JAX00004447,1,62.469442
UNC789029,1,62.510912
UNC789373,1,62.553346
UNC789712,1,62.594157
UNC790025,1,62.625074
UNC010446561,1,62.634575
UNC790834,1,62.688983
UNC010739232,1,62.715356
UNC791131,1,62.719241
JAX00252953,1,62.741644
JAX00191917,1,62.747428
UNC791840,1,62.785174
UNC792051,1,62.808073
UNC792649,1,62.85346
JAX00252972,1,62.855399
UNC793417,1,62.917549
UNC793779,1,62.947248
UNC794531,1,63.003989
UNC794882,1,63.047399
UNC795154,1,63.100353
UNC_rs31392164,1,63.144761
UNC795996,1,63.19749
UNC796606,1,63.271131
UNC796811,1,63.315719
UNC797153,1,63.366336
UNC797558,1,63.40946
UNC798040,1,63.448471
UNC010104462,1,63.45848
JAX00253067,1,63.473199
JAX00191930,1,63.483305
UNC798825,1,63.514681
UNC799168,1,63.538643
UNC799618,1,63.581581
UNC800539,1,63.66829
UNC801098,1,63.727433
UNC801623,1,63.765031
UNC802565,1,63.857837
UNC802880,1,63.89594
UNC803232,1,63.933961
UNC803809,1,63.985756
UNC010486741,1,63.997259
UNC804306,1,64.033641
UNC804718,1,64.07121
UNC804981,1,64.097733
JAX00253205,1,64.10824
UNC805608,1,64.157133
UNC805911,1,64.186954
UNC806852,1,64.25369
UNC807105,1,64.296603
UNC807288,1,64.324127
UNC807932,1,64.378809
UNC808491,1,64.430567
JAX00253267,1,64.454419
UNC809041,1,64.46861
UNC810365,1,64.571076
UNC810655,1,64.609203
JAX00253313,1,64.650709
UNC010106429,1,64.657833
UNC812026,1,64.700644
JAX00253323,1,64.704165
UNC812359,1,64.74067
UNC812688,1,64.770507
UNC813367,1,64.83376
UNC813782,1,64.879468
UNC814184,1,64.919782
UNC814540,1,64.968011
JAX00253368,1,64.970221
UNC815271,1,65.013921
JAX00253380,1,65.041276
UNC010106729,1,65.049469
UNC816809,1,65.110158
UNC817280,1,65.145345
JAX00253426,1,65.163097
JAX00253431,1,65.168224
UNC817672,1,65.170724
UNC818203,1,65.239272
JAX00004655,1,65.245159
UNC818548,1,65.281041
UNC819103,1,65.331997
UNC819594,1,65.370485
UNC820299,1,65.408939
UNC821103,1,65.460148
JAX00253487,1,65.481107
UNC821869,1,65.504911
UNC822146,1,65.549749
JAX00004677,1,65.565267
UNC010107618,1,65.575467
UNC822740,1,65.59132
UNC823147,1,65.636141
UNC823895,1,65.685866
UNC010108618,1,65.68843
UNC824891,1,65.729137
UNC825935,1,65.817958
UNC826886,1,65.865333
UNC827494,1,65.903648
UNC828332,1,65.9531
UNC828726,1,66.002035
UNC828952,1,66.043238
UNC829516,1,66.085622
UNC829913,1,66.108762
JAX00253571,1,66.127879
UNC831260,1,66.189215
UNC010113351,1,66.196962
UNC831500,1,66.201739
UNC832262,1,66.250044
UNC833125,1,66.309523
UNC010114763,1,66.34574
UNC833920,1,66.355777
UNC835226,1,66.437231
JAX00004743,1,66.44202
UNC835792,1,66.482189
UNC836407,1,66.527632
JAX00253660,1,66.602627
UNC837204,1,66.607515
UNC010564849,1,66.626699
UNC838213,1,66.673069
JAX00253675,1,66.692428
UNC838450,1,66.695636
UNC838814,1,66.733907
UNC839510,1,66.799554
JAX00004774,1,66.847562
UNC840480,1,66.854337
UNC841249,1,66.886824
JAX00253711,1,66.887341
UNC842284,1,66.943552
UNC842856,1,66.987396
JAX00004786,1,67.011327
UNC843848,1,67.042749
UNC843989,1,67.048887
UNC844929,1,67.113473
UNC845282,1,67.137464
UNC846359,1,67.21358
UNC846806,1,67.253878
UNC847336,1,67.29176
UNC848027,1,67.333306
UNC848846,1,67.389085
UNC849879,1,67.443209
UNC850115,1,67.460846
UNC850770,1,67.524689
UNC851208,1,67.5601
UNC851933,1,67.604601
UNC852627,1,67.649774
UNC853299,1,67.703665
JAX00004842,1,67.76253
JAX00004843,1,67.76296
UNC854111,1,67.783448
UNC854778,1,67.826948
UNC855090,1,67.861707
UNC856600,1,67.961848
JAX00253885,1,67.984857
UNC857053,1,67.999481
UNC857628,1,68.048443
UNC858102,1,68.085262
UNC859055,1,68.143786
UNC859504,1,68.17593
UNC860473,1,68.23501
UNC860957,1,68.285092
UNC861166,1,68.301441
backupUNC010132013,1,68.348787
UNC862208,1,68.367433
UNC010132979,1,68.430297
UNC863458,1,68.442843
UNC864329,1,68.498057
UNC865358,1,68.590157
JAX00253988,1,68.609046
UNC865642,1,68.619878
JAX00254003,1,68.65848
JAX00254004,1,68.666034
UNC867214,1,68.721459
JAX00004915,1,68.731989
UNC010135944,1,68.758373
UNC867840,1,68.767074
JAX00004919,1,68.800157
UNC868588,1,68.813136
UNC869157,1,68.858886
UNC869715,1,68.896059
JAX00004936,1,69.019958
UNC871558,1,69.035265
UNC872147,1,69.081126
UNC010138697,1,69.114794
UNC872736,1,69.133331
UNC873228,1,69.169495
JAX00004950,1,69.19964
UNC874332,1,69.243576
UNC875089,1,69.302182
JAX00254115,1,69.334006
UNC875730,1,69.346579
UNC876349,1,69.392735
JAX00254124,1,69.402071
UNC876773,1,69.436332
UNC877230,1,69.470576
UNC877831,1,69.522469
UNC878906,1,69.613103
UNC879570,1,69.658942
UNC879935,1,69.707397
JAX00254177,1,69.711252
UNC880274,1,69.752151
UNC880724,1,69.791775
UNC881357,1,69.839155
UNC882030,1,69.879311
JAX00254205,1,69.905865
UNC882933,1,69.928164
UNC883442,1,69.976217
UNC883961,1,70.015514
JAX00254231,1,70.036527
UNC884363,1,70.041819
JAX00005015,1,70.080595
UNC885304,1,70.106694
JAX00254244,1,70.125005
UNC886027,1,70.151694
UNC886572,1,70.195533
UNC886911,1,70.228656
UNC887579,1,70.286432
JAX00254281,1,70.304172
UNC888180,1,70.328055
UNC888516,1,70.353485
UNC889525,1,70.419761
UNC890096,1,70.463623
UNC890786,1,70.508863
UNC891362,1,70.561612
UNC891933,1,70.598293
JAX00005057,1,70.645941
UNC892865,1,70.654212
JAX00005062,1,70.692165
backupJAX00254338,1,70.699363
UNC893744,1,70.719219
UNC893783,1,70.728215
UNC893909,1,70.742976
UNC894144,1,70.755867
UNC894237,1,70.763157
UNC894416,1,70.777511
UNC894537,1,70.790959
JAX00005069,1,70.805306
UNC894762,1,70.807344
UNC894903,1,70.818216
UNC895069,1,70.83139
UNC895187,1,70.842402
JAX00005074,1,70.845918
UNC895334,1,70.856235
UNC895432,1,70.867542
UNC895535,1,70.880388
UNC895675,1,70.893111
UNC895846,1,70.904619
UNC896044,1,70.916017
JAX00254366,1,70.92906
UNC896276,1,70.930847
UNC896379,1,70.940756
UNC896517,1,70.956441
JAX00005083,1,70.968187
UNC896793,1,70.979681
UNC896835,1,70.990578
UNC897049,1,71.004207
UNC897190,1,71.017048
JAX00254377,1,71.020665
UNC897389,1,71.028806
UNC897532,1,71.041388
UNC897674,1,71.053161
UNC897815,1,71.06674
UNC897935,1,71.078658
UNC897970,1,71.088746
UNC898113,1,71.103551
UNC898257,1,71.115085
UNC898442,1,71.128131
JAX00254397,1,71.136257
UNC898637,1,71.140564
UNC898729,1,71.152931
JAX00254398,1,71.154319
UNC898891,1,71.165438
UNC899024,1,71.178341
UNC899132,1,71.190167
UNC899282,1,71.202401
UNC899363,1,71.212183
UNC899531,1,71.227613
JAX00005104,1,71.246656
UNC899809,1,71.250528
JAX00254420,1,71.264671
JAX00254428,1,71.310835
UNC901351,1,71.375017
UNC901814,1,71.410568
JAX00254453,1,71.467773
UNC903462,1,71.531002
UNC904171,1,71.57439
UNC904980,1,71.630166
JAX00254507,1,71.669659
UNC905938,1,71.691484
UNC906966,1,71.762649
UNC907572,1,71.793973
JAX00005147,1,71.845077
UNC908695,1,71.857285
UNC909629,1,71.915665
UNC910607,1,71.974016
UNC911464,1,72.028819
JAX00254628,1,72.117994
UNC913244,1,72.146814
JAX00254642,1,72.197818
UNC914302,1,72.198622
backupUNC010568212,1,72.274989
JAX00254674,1,72.317237
UNC916311,1,72.329214
UNC916875,1,72.372465
UNC917820,1,72.428605
UNC918724,1,72.489687
JAX00254711,1,72.51601
UNC919161,1,72.517035
UNC919951,1,72.571502
UNC921036,1,72.626982
UNC922022,1,72.711667
UNC922991,1,72.764614
backupUNC010570475,1,72.830096
UNC924120,1,72.846655
UNC925655,1,72.938415
JAX00254822,1,72.938759
UNC926483,1,72.987484
UNC927407,1,73.047294
JAX00254853,1,73.059272
UNC928010,1,73.103298
JAX00254862,1,73.114671
UNC928503,1,73.139038
UNC929321,1,73.199805
JAX00254910,1,73.248647
UNC930435,1,73.272701
JAX00254920,1,73.277959
UNC931093,1,73.31681
UNC932547,1,73.415566
UNC933480,1,73.490626
UNC934356,1,73.556306
UNC934822,1,73.607578
UNC935659,1,73.663429
UNC936405,1,73.716684
UNC936906,1,73.76535
UNC937311,1,73.806841
UNC937414,1,73.814343
UNC937609,1,73.827431
UNC937842,1,73.849574
UNC937994,1,73.858348
UNC938289,1,73.882208
UNC938565,1,73.910441
JAX00255095,1,73.923843
UNC938794,1,73.924887
UNC939130,1,73.945742
JAX00255108,1,73.959901
UNC939418,1,73.965322
UNC939619,1,73.977655
JAX00255135,1,73.991317
JAX00255136,1,73.991793
JAX00255137,1,73.992031
UNC939840,1,73.99444
UNC940014,1,74.004682
UNC940361,1,74.023305
JAX00255156,1,74.035481
UNC940634,1,74.042678
UNC940895,1,74.057105
JAX00255170,1,74.065394
UNC010142203,1,74.066657
UNC941186,1,74.072831
UNC941278,1,74.083391
JAX00005317,1,74.089108
UNC941523,1,74.103752
UNC941729,1,74.123184
UNC941836,1,74.129659
UNC942273,1,74.155427
UNC942411,1,74.164838
UNC942921,1,74.189153
UNC942979,1,74.192536
JAX00255202,1,74.198474
UNC943395,1,74.214613
UNC943718,1,74.234536
UNC943853,1,74.247098
UNC944105,1,74.265207
UNC944316,1,74.279205
UNC944485,1,74.296083
UNC944592,1,74.307122
UNC944895,1,74.327772
JAX00005333,1,74.334564
UNC945014,1,74.33532
UNC945448,1,74.364803
UNC945505,1,74.369865
JAX00192117,1,74.370903
UNC010573492,1,74.377483
NRAMP1001,1,74.380211
NRAMP1002,1,74.380211
UNC945627,1,74.384369
UNC945720,1,74.400839
UNC946116,1,74.428797
JAX00255242,1,74.429219
UNC946547,1,74.474264
UNC946986,1,74.530377
JAX00255278,1,74.57809
UNC947363,1,74.583949
UNC947842,1,74.62942
JAX00005358,1,74.640111
UNC948240,1,74.678731
UNC949013,1,74.763033
UNC949288,1,74.802182
UNC010489002,1,74.847203
UNC950277,1,74.904858
UNC010756120,1,74.993784
UNC951262,1,74.999142
JAX00005386,1,75.010584
UNC951535,1,75.040866
UNC951769,1,75.137991
UNC952488,1,75.207455
UNC953004,1,75.257697
UNC954009,1,75.32759
JAX00255430,1,75.361787
UNC954707,1,75.37697
UNC955645,1,75.458759
UNC956412,1,75.527656
UNC956718,1,75.556226
JAX00255494,1,75.558677
JAX00188776,1,75.585891
UNC957798,1,75.619018
UNC012239416,1,75.680004
JAX00255545,1,75.706179
UNC959254,1,75.717228
JAX00255569,1,75.769248
UNC960055,1,75.772407
JAX00255584,1,75.79937
UNC960936,1,75.820434
JAX00005446,1,75.873851
UNC961572,1,75.877327
UNC962180,1,75.931739
